timestamp,temperature,humidity,holiday,real_estate_growth,demand
2022-01-01 00:00:00,30.41796597291848,21.903888091532842,1,0.922908561224917,2778.804521499198
2022-01-01 01:00:00,24.94053342266872,39.29647529860174,1,2.9690549323389406,2647.881844111603
2022-01-01 02:00:00,19.01364437921529,60.521433373959475,1,1.984734695184228,1985.0453265270328
2022-01-01 03:00:00,21.288007100961018,49.47698282123116,0,0.6040047675608227,2192.981350580504
2022-01-01 04:00:00,30.36093563678189,37.81567722496664,1,1.471465360605911,2775.337697543492
2022-01-01 05:00:00,16.04121155987155,78.45027481914737,1,1.5814324101172135,1853.7464036365482
2022-01-01 06:00:00,37.98462954762094,33.730068733978804,1,1.1448595307957428,3338.4698168643536
2022-01-01 07:00:00,15.20675554451196,47.26198100498726,0,2.7282980526680936,2079.5108875569395
2022-01-01 08:00:00,32.18626238117565,27.64262854967253,1,1.6725577518353787,2746.9366146451316
2022-01-01 09:00:00,31.355235325780985,32.11232524613125,0,1.0105388041065893,2944.576123561083
2022-01-01 10:00:00,31.870814854315,42.56155610609363,0,2.0144078699957944,2600.9761868544856
2022-01-01 11:00:00,30.51799689476211,67.2536259563546,0,1.497527241435303,2779.695440394082
2022-01-01 12:00:00,39.93627399873071,37.78714471650542,1,2.564861762097375,3328.8524804123995
2022-01-01 13:00:00,31.166492630474327,21.55100573368229,0,2.92369947472447,2803.015667497654
2022-01-01 14:00:00,32.97711572718109,73.8713576286047,1,2.8550197598030733,3865.525829619153
2022-01-01 15:00:00,39.426214910614306,39.72314918911469,1,0.7397465364767831,4274.437738862963
2022-01-01 16:00:00,35.51184007971732,76.13377516729803,0,1.494480968557703,3712.8076219142213
2022-01-01 17:00:00,15.64781840176181,34.873488455548596,1,2.2130628305439948,2490.659712665362
2022-01-01 18:00:00,36.972897002939874,76.2672272934716,0,0.6083179875316462,2973.259209379277
2022-01-01 19:00:00,29.75342677034279,28.050300757881505,0,1.5451075365167026,2951.723323923765
2022-01-01 20:00:00,27.480914701163798,38.78163857882469,1,2.427051900639124,2506.7371099532043
2022-01-01 21:00:00,30.671340478223744,75.35035822028033,1,1.8395353788119806,2879.4130849579806
2022-01-01 22:00:00,24.397422047660363,73.88713525816485,1,0.7115973462567644,3232.4779942873115
2022-01-01 23:00:00,17.125582100330114,24.015542760008127,0,1.491037767274317,2776.2366592307785
2022-01-02 00:00:00,37.34622859695713,71.10472625689974,0,2.2644529192912044,2828.585963359571
2022-01-02 01:00:00,22.235904772270658,22.605535315101854,1,2.66646988836379,2483.288206617624
2022-01-02 02:00:00,36.61959201429623,35.40024672620132,1,1.847847089182207,3058.092208962774
2022-01-02 03:00:00,32.118479288410725,66.80993686374882,1,0.5424453828852034,2830.3447506312355
2022-01-02 04:00:00,25.78631241776339,39.62530873851591,1,2.4499685173422887,2392.8052382173796
2022-01-02 05:00:00,20.370886628285774,72.53811337731635,1,1.3692716034559202,2255.2420581248575
2022-01-02 06:00:00,15.170173172045338,54.27329152299521,0,1.2545668795658178,2062.110634656205
2022-01-02 07:00:00,33.40675608606895,29.579165850161143,1,2.908575506304231,3021.516151975212
2022-01-02 08:00:00,39.17655579589133,71.18378888987891,1,2.926095625678175,3408.079872336387
2022-01-02 09:00:00,26.169526163610385,27.150612974447718,1,1.0901402380735299,2638.0576096409673
2022-01-02 10:00:00,22.061400010656673,58.9625017375662,1,2.2528120056208873,2467.488405023704
2022-01-02 11:00:00,18.629628256885105,65.845316138573,0,1.1489125124574584,2186.129625551416
2022-01-02 12:00:00,30.040991825771627,71.61269535355795,1,0.6411699219141469,2485.9890602390374
2022-01-02 13:00:00,16.667357500439085,60.64411697872965,1,1.1277427507828215,2185.225736234839
2022-01-02 14:00:00,38.701393072031465,68.76340176533546,0,1.7198825267333737,4550.954497363177
